dbn,school_name,school_type,enrollment,rigor_instruction_rating,collab_teachers_rating,support_environ_rating,effective_lead_rating,fam_comm_ties_rating,trust_rating,student_achieve_rating,pct_pos_rigor_instruction,pct_pos_collab_teachers,pct_pos_supportive_environ,pct_pos_effective_lead,pct_pos_fam_comm_ties,pct_pos_trust,qr_challenge_curriculum,qr_effective_teaching_learning,qr_assess_student_learning,qr_high_expectations,qr_teacher_collab,qr_dates_of_review,pct_ell,pct_disabilities,pct_self_contained,economic_need_index,pct_temp_housing,pct_hra_eligible,pct_asian,pct_black,pct_hispanic,pct_white,yrs_principal_exp,pct_teachers_>=3_yrs_exp,student_attendance_rate,pct_chronic_absent,teacher_attendance_rate,sqr_rating,borough
01M015,P.S. 015 Roberto Clemente,Elementary,161,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.85,0.9,0.83,0.96,0.97,0.94,0.5,1.0,1.0,1.0,1,March 2017,0.05,0.23,0.006,0.889,0.398,0.77,0.124,0.28,0.553,0.037,8.9,0.64,0.928,0.227,0.974,6.0,manhattan
01M019,P.S. 019 Asher Levy,Elementary,239,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0.87,0.92,0.85,0.9,0.98,0.91,0.5,0.5,0.5,0.5,0.5,October 2016,0.033,0.427,0.113,0.687,0.155,0.548,0.059,0.218,0.623,0.067,9.9,0.75,0.909,0.343,0.966,6.0,manhattan
01M020,P.S. 020 Anna Silver,Elementary,439,0.25,0.5,0.5,0.5,0.75,0.75,0.75,0.7,0.77,0.74,0.8,0.95,0.86,0.0,0.0,0.0,1.0,0,April 2017,0.144,0.264,0.093,0.772,0.164,0.647,0.289,0.13,0.506,0.036,2.9,0.667,0.925,0.296,0.966,5.0,manhattan
01M034,P.S. 034 Franklin D. Roosevelt,K-8,288,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0.74,0.66,0.64,0.66,0.94,0.76,0.0,0.0,0.0,1.0,1,October 2017,0.076,0.392,0.028,0.949,0.295,0.875,0.028,0.33,0.601,0.028,2.7,0.545,0.885,0.455,0.968,4.0,manhattan
01M063,The STAR Academy - P.S.63,Elementary,207,1.0,1.0,0.75,0.75,1.0,0.75,0.75,0.8,0.86,0.87,0.9,0.96,0.92,0.5,1.0,0.5,0.5,0.5,May-19,0.019,0.362,0.019,0.76,0.261,0.623,0.019,0.213,0.652,0.082,11.9,0.591,0.908,0.347,0.967,6.0,manhattan
01M064,P.S. 064 Robert Simon,Elementary,204,0.75,1.0,0.75,1.0,1.0,1.0,1.0,0.9,0.94,0.86,0.95,0.97,0.95,1.0,1.0,1.0,1.0,0.5,January 2018,0.029,0.304,0.025,0.9,0.24,0.784,0.034,0.176,0.711,0.059,10.9,0.75,0.89,0.456,0.973,7.0,manhattan
01M110,P.S. 110 Florence Nightingale,Elementary,338,0.25,0.75,0.5,0.75,0.75,0.75,0.75,0.71,0.79,0.75,0.85,0.94,0.86,0.0,0.0,0.0,1.0,1,October 2016,0.024,0.127,0.012,0.591,0.154,0.423,0.151,0.107,0.447,0.26,11.1,0.708,0.941,0.229,0.974,5.0,manhattan
01M134,P.S. 134 Henrietta Szold,Elementary,267,0.75,0.5,0.5,0.25,0.75,0.5,0.75,0.69,0.61,0.57,0.64,0.91,0.77,1.0,1.0,1.0,0.5,1,10-Nov-15,0.09,0.449,0.146,0.915,0.221,0.869,0.097,0.255,0.607,0.03,1,0.839,0.893,0.455,0.962,4.0,manhattan
01M140,P.S. 140 Nathan Straus,K-8,373,0.75,0.75,0.5,1.0,0.75,0.75,0.5,0.77,0.83,0.67,0.88,0.93,0.89,1.0,1.0,1.0,1.0,1,January 2018,0.115,0.381,0.164,0.897,0.257,0.812,0.046,0.137,0.791,0.027,4.1,0.75,0.886,0.463,0.964,5.0,manhattan
01M142,P.S. 142 Amalia Castro,Elementary,302,0.75,0.75,0.75,0.75,1.0,0.75,0.75,0.74,0.79,0.69,0.83,0.96,0.84,1.0,1.0,1.0,1.0,1,February 2018,0.086,0.404,0.119,0.906,0.354,0.801,0.023,0.152,0.795,0.01,4,0.575,0.909,0.349,0.976,6.0,manhattan
01M184,P.S. 184m Shuang Wen,K-8,642,0.5,0.5,0.75,0.5,0.75,0.75,1.0,0.7,0.67,0.69,0.6,0.92,0.8,1.0,0.0,1.0,1.0,1,October 2016,0.154,0.167,0.016,0.676,0.131,0.519,0.701,0.042,0.129,0.072,8.1,0.577,0.976,0.046,0.982,5.0,manhattan
01M188,P.S. 188 The Island School,K-8,391,0.75,1.0,0.75,1.0,1.0,1.0,0.75,0.98,0.98,0.99,0.97,0.97,0.98,1.0,1.0,1.0,0.5,1,21-Jan-16,0.077,0.373,0.107,0.968,0.458,0.903,0.015,0.327,0.621,0.031,4.9,0.795,0.878,0.486,0.961,7.0,manhattan
01M315,The East Village Community School,Elementary,297,0.75,0.75,0.75,0.75,1.0,0.75,0.75,0.82,0.85,0.81,0.83,0.99,0.88,1.0,1.0,0.5,0.5,1,November-18,0.017,0.172,0.007,0.365,0.037,0.232,0.088,0.047,0.226,0.586,4.9,0.75,0.947,0.16,0.97,6.0,manhattan
01M332,University Neighborhood Middle School,Middle,209,0.5,1.0,0.75,0.75,0.75,0.75,0.5,0.81,0.91,0.69,0.9,0.89,0.91,1.0,0.0,0.0,1.0,1,January 2018,0.033,0.45,0.115,0.812,0.191,0.727,0.086,0.191,0.627,0.086,10.8,0.571,0.915,0.284,0.986,5.0,manhattan
01M361,The Children's Workshop School,Elementary,284,0.75,1.0,0.75,1.0,1.0,1.0,0.5,0.9,0.95,0.91,0.97,0.97,0.96,1.0,1.0,1.0,0.5,0.5,February-19,0.039,0.271,0.007,0.532,0.106,0.387,0.095,0.102,0.405,0.352,15.1,0.815,0.917,0.258,0.976,7.0,manhattan
01M378,School for Global Leaders,Middle,250,1.0,0.75,0.75,1.0,1.0,1.0,0.75,0.89,0.9,0.86,0.92,0.95,0.94,0.5,0.5,0.5,0.5,1,24-May-16,0.1,0.388,0.096,0.848,0.232,0.748,0.128,0.236,0.564,0.04,3.1,0.543,0.891,0.41,0.966,7.0,manhattan
01M450,East Side Community School,Middle,310,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9,0.95,0.84,0.95,0.97,0.95,0.5,1.0,0.5,0.5,0.5,26-May-15,0.01,0.31,0.032,0.605,0.119,0.435,0.103,0.132,0.555,0.187,17.9,0.811,0.955,0.083,0.975,7.0,manhattan
01M539,"New Explorations into Science, Technology and Math",K-8,1139,0.75,0.75,1.0,0.75,0.75,0.5,1.0,0.83,0.75,0.71,0.77,0.92,0.82,0.5,1.0,1.0,0.5,1,April 2017,0.023,0.054,0.002,0.194,0.01,0.101,0.367,0.04,0.076,0.414,4.1,0.738,0.964,0.047,0.965,4.0,manhattan
01M839,Tompkins Square Middle School,Middle,362,0.75,0.75,1.0,0.75,1.0,0.75,1.0,0.84,0.85,0.78,0.85,0.94,0.89,1.0,1.0,1.0,0.5,1,January-19,0.019,0.276,0.003,0.669,0.124,0.541,0.215,0.124,0.412,0.21,10.9,0.935,0.95,0.138,0.968,6.0,manhattan
02M001,P.S. 001 Alfred E. Smith,Elementary,266,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.79,0.87,0.76,0.83,0.96,0.92,1.0,0.0,1.0,1.0,0,October-18,0.211,0.316,0.041,0.842,0.086,0.771,0.504,0.177,0.289,0.019,16.1,0.963,0.946,0.17,0.97,7.0,manhattan
02M002,P.S. 002 Meyer London,Elementary,463,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0.84,0.88,0.86,0.91,0.96,0.94,1.0,1.0,0.0,1.0,1,April 2017,0.33,0.242,0.052,0.908,0.248,0.823,0.769,0.082,0.14,0.009,3.1,0.936,0.965,0.122,0.968,7.0,manhattan
02M003,P.S. 003 Charrette School,Elementary,677,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.88,0.91,0.9,0.93,0.97,0.97,1.0,0.0,1.0,1.0,1,December 2017,0.047,0.219,0.003,0.202,0.009,0.143,0.092,0.055,0.164,0.631,1.1,0.86,0.934,0.21,0.962,7.0,manhattan
02M006,P.S. 006 Lillie D. Blake,Elementary,588,1.0,1.0,1.0,0.75,1.0,0.75,1.0,0.9,0.87,0.91,0.86,0.97,0.87,0.5,0.5,0.5,0.5,0.5,17-May-16,0.037,0.184,0.005,0.079,0.005,0.039,0.165,0.026,0.061,0.731,12.9,0.762,0.958,0.065,0.973,6.0,manhattan
02M011,P.S. 011 William T. Harris,Elementary,870,1.0,1.0,0.75,0.75,1.0,0.75,0.75,0.9,0.91,0.89,0.9,0.97,0.94,0.5,0.5,1.0,0.5,0.5,12-May-15,0.033,0.161,0.002,0.356,0.056,0.223,0.156,0.057,0.243,0.461,14.1,0.814,0.946,0.147,0.982,6.0,manhattan
02M033,P.S. 033 Chelsea Prep,Elementary,599,1.0,0.75,0.5,0.75,1.0,0.75,0.5,0.84,0.82,0.74,0.79,0.96,0.88,0.5,0.5,1.0,0.5,0.5,October 2017,0.063,0.172,0.038,0.495,0.192,0.429,0.23,0.182,0.295,0.199,4.1,0.5,0.93,0.264,0.956,6.0,manhattan
02M040,P.S. 040 Augustus Saint-Gaudens,Elementary,673,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9,0.87,0.92,0.89,0.98,0.95,0.5,0.5,0.5,0.5,0.5,30-Mar-16,0.027,0.174,0.006,0.113,0.01,0.076,0.126,0.016,0.141,0.62,15.1,0.829,0.958,0.083,0.962,7.0,manhattan
02M041,P.S. 041 Greenwich Village,Elementary,641,1.0,1.0,1.0,0.75,1.0,1.0,0.75,0.91,0.92,0.94,0.89,0.99,0.94,0.5,0.5,0.5,0.5,0.5,19-May-16,0.017,0.178,0.003,0.086,0.003,0.055,0.073,0.016,0.097,0.685,14.1,0.957,0.958,0.04,0.958,7.0,manhattan
02M042,P.S. 042 Benjamin Altman,Elementary,540,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.97,0.95,0.97,0.97,0.98,0.5,0.5,1.0,0.5,1,"May 15, 2015",0.346,0.193,0.002,0.806,0.1,0.704,0.88,0.013,0.074,0.028,4.8,0.784,0.973,0.068,0.965,7.0,manhattan
02M051,P.S. 051 Elias Howe,Elementary,410,0.75,1.0,0.75,0.75,1.0,0.75,0.5,0.76,0.86,0.85,0.81,0.97,0.89,1.0,0.5,1.0,0.5,0.5,12-Dec-14,0.085,0.259,0.037,0.658,0.254,0.561,0.117,0.154,0.502,0.193,1.1,0.657,0.917,0.318,0.966,6.0,manhattan
02M059,P.S. 059 Beekman Hill International,Elementary,578,1.0,1.0,1.0,0.75,1.0,0.75,1.0,0.94,0.92,0.96,0.9,0.98,0.93,0.5,0.5,0.5,0.5,0.5,"May 1 ,2015",0.048,0.154,0.005,0.086,0.012,0.047,0.202,0.012,0.102,0.583,12.1,0.725,0.956,0.09,0.977,6.0,manhattan
02M077,P.S. 77 Lower Lab School,Elementary,360,1.0,0.75,1.0,1.0,1.0,0.5,1.0,0.87,0.8,0.88,0.8,0.97,0.79,0.5,0.5,1.0,0.5,1,February 2018,0,0.081,0,0.105,0,0.042,0.328,0,0.05,0.506,4,0.688,0.966,0.019,0.978,5.0,manhattan
02M089,P.S. 89,Elementary,421,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.94,0.93,0.97,0.92,0.97,0.98,0.5,0.5,0.5,0.5,0.5,May 2017,0.067,0.173,0,0.108,0.005,0.04,0.185,0.017,0.124,0.591,20.9,0.733,0.96,0.044,0.982,7.0,manhattan
02M104,J.H.S. 104 Simon Baruch,Middle,1116,0.75,0.75,0.75,0.75,0.5,0.75,1.0,0.8,0.79,0.69,0.79,0.87,0.86,0.5,1.0,1.0,1.0,0.5,November-18,0.048,0.162,0.022,0.417,0.062,0.323,0.348,0.075,0.177,0.35,4.9,0.819,0.963,0.094,0.966,4.0,manhattan
02M111,P.S. 111 Adolph S. Ochs,Elementary,365,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.78,0.85,0.76,0.83,0.95,0.9,0.0,1.0,1.0,1.0,1,November 2016,0.112,0.263,0.063,0.621,0.214,0.523,0.156,0.151,0.482,0.181,4.1,0.757,0.916,0.359,0.961,5.0,manhattan
02M114,East Side Middle School,Middle,451,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.86,0.91,0.82,0.95,0.93,0.95,0.5,0.5,0.5,0.5,0.5,"December 18, 2014",0,0.169,0.002,0.131,0.002,0.086,0.14,0.029,0.118,0.641,16.3,0.9,0.972,0.013,0.981,6.0,manhattan
02M116,P.S. 116 Mary Lindley Murray,Elementary,450,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.92,0.94,0.94,0.94,0.97,0.97,0.5,0.5,0.5,0.5,0.5,7-May-15,0.056,0.187,0.007,0.378,0.138,0.271,0.216,0.1,0.209,0.418,16.1,0.946,0.946,0.147,0.963,7.0,manhattan
02M124,P.S. 124 Yung Wing,Elementary,616,0.75,0.75,1.0,0.75,1.0,0.75,1.0,0.84,0.83,0.9,0.82,0.97,0.9,1.0,1.0,1.0,1.0,0.5,January 2017,0.279,0.125,0.003,0.64,0.07,0.513,0.945,0,0.019,0.013,16.1,0.878,0.981,0.019,0.977,6.0,manhattan
02M126,P.S. 126 Jacob August Riis,K-8,691,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.85,0.91,0.81,0.92,0.92,0.93,0.5,0.5,1.0,0.5,0.5,14-Nov-14,0.152,0.217,0.003,0.762,0.268,0.661,0.644,0.087,0.172,0.067,3.1,0.885,0.969,0.103,0.976,6.0,manhattan
02M130,P.S. 130 Hernando De Soto,Elementary,823,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.9,0.96,0.94,0.95,0.96,0.97,1.0,1.0,1.0,0.5,1,"February 27, 2015",0.166,0.169,0.023,0.564,0.03,0.429,0.88,0.009,0.049,0.029,5,0.847,0.981,0.028,0.966,7.0,manhattan
02M131,M.S. 131,Middle,401,0.75,1.0,1.0,1.0,0.75,1.0,1.0,0.81,0.88,0.73,0.93,0.91,0.94,0.5,1.0,1.0,0.5,0.5,8-Jan-16,0.252,0.257,0.077,0.843,0.2,0.771,0.798,0.065,0.112,0.017,0.9,0.842,0.973,0.07,0.97,6.0,manhattan
02M150,P.S. 150,Elementary,171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1,0.99,0.98,0.98,0.97,1.0,1.0,0.5,0.5,0.5,October-18,0.023,0.146,0.006,0.136,0,0.076,0.222,0.006,0.094,0.591,7.4,0.9,0.962,0.052,0.954,7.0,manhattan
02M151,Yorkville Community School,Elementary,428,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.94,0.94,0.92,0.94,0.98,0.96,0.5,0.5,0.5,0.5,0.5,24-Nov-15,0.047,0.213,0.002,0.414,0.119,0.355,0.061,0.161,0.236,0.486,10.1,0.861,0.933,0.208,0.981,7.0,manhattan
02M158,P.S. 158 Bayard Taylor,Elementary,724,1.0,1.0,0.75,0.75,1.0,0.75,0.75,0.83,0.87,0.79,0.86,0.96,0.94,0.5,0.5,0.5,0.5,0.5,11-May-15,0.059,0.16,0.003,0.108,0.015,0.073,0.126,0.022,0.081,0.706,4.4,0.596,0.952,0.096,0.974,6.0,manhattan
02M167,J.H.S. 167 Robert F. Wagner,Middle,1379,1.0,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.77,0.64,0.8,0.85,0.86,0.5,1.0,0.5,0.5,0.5,21-Jan-16,0.03,0.178,0.016,0.292,0.044,0.229,0.181,0.07,0.162,0.533,14.9,0.805,0.957,0.091,0.965,4.0,manhattan
02M177,Yorkville East Middle School,Middle,230,0.75,1.0,1.0,0.75,0.75,0.75,1.0,0.85,0.94,0.8,0.93,0.93,0.91,1.0,1.0,0.5,0.5,0.5,March-19,0.013,0.261,0,0.264,0.026,0.204,0.065,0.087,0.23,0.578,5,0.684,0.949,0.09,0.979,5.0,manhattan
02M183,P.S. 183 Robert L. Stevenson,Elementary,514,0.75,0.75,0.75,0.75,1.0,0.75,1.0,0.87,0.88,0.86,0.88,0.99,0.92,1.0,1.0,1.0,0.5,1,May-19,0.066,0.179,0.006,0.064,0.004,0.041,0.156,0.025,0.084,0.677,2.1,0.789,0.958,0.07,0.969,6.0,manhattan
02M198,P.S. 198 Isador E. Ida Straus,Elementary,432,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.76,0.87,0.83,0.87,0.98,0.93,1.0,1.0,1.0,1.0,1,October 2016,0.067,0.241,0.009,0.367,0.072,0.301,0.231,0.111,0.218,0.403,2.9,0.8,0.946,0.124,0.975,7.0,manhattan
02M212,P.S. 212 Midtown West,Elementary,327,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.91,0.97,0.97,0.97,0.97,0.97,0.5,1.0,0.5,0.5,0.5,"December 16, 2014",0.024,0.138,0.003,0.277,0.024,0.144,0.147,0.07,0.242,0.471,3.3,0.81,0.95,0.156,0.954,7.0,manhattan
02M217,P.S./I.S. 217 Roosevelt Island,K-8,586,1.0,1.0,0.75,1.0,1.0,0.75,0.75,0.86,0.91,0.74,0.89,0.96,0.9,1.0,0.5,0.5,0.5,0.5,March 2018,0.148,0.15,0.01,0.295,0.032,0.198,0.287,0.14,0.15,0.358,12.9,0.714,0.949,0.151,0.966,6.0,manhattan
02M225,Ella Baker School,K-8,286,0.75,0.75,0.75,0.75,1.0,0.75,0.75,0.85,0.86,0.7,0.84,0.97,0.88,1.0,1.0,1.0,0.5,1,February 2018,0.017,0.238,0.007,0.387,0.052,0.227,0.052,0.168,0.329,0.343,2,0.75,0.929,0.212,0.968,6.0,manhattan
02M234,P.S. 234 Independence School,Elementary,638,1.0,1.0,0.75,0.75,1.0,1.0,0.75,0.93,0.94,0.97,0.95,0.97,0.98,0.5,0.5,1.0,0.5,0.5,November-18,0.013,0.179,0.008,0.083,0.003,0.05,0.088,0.017,0.088,0.723,1,0.667,0.954,0.102,0.968,7.0,manhattan
02M255,M.S. 255 Salk School of Science,Middle,394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91,0.96,0.9,0.99,0.95,0.97,0.5,1.0,1.0,0.5,0.5,"January 29, 2015",0.003,0.155,0,0.145,0.013,0.061,0.183,0.02,0.096,0.619,17.1,0.96,0.971,0.028,0.972,7.0,manhattan
02M260,The Clinton School,Middle,293,1.0,0.75,0.75,0.75,0.5,0.75,1.0,0.81,0.76,0.71,0.77,0.83,0.86,0.5,0.5,1.0,0.5,1,December-18,0,0.143,0,0.164,0.017,0.092,0.15,0.017,0.096,0.648,7.9,0.735,0.975,0.014,0.973,4.0,manhattan
02M267,"East Side Elementary School, PS 267",Elementary,414,1.0,1.0,1.0,0.75,1.0,0.75,1.0,0.93,0.89,0.95,0.89,0.95,0.91,0.5,0.5,0.5,0.5,0.5,15-Jan-16,0.046,0.147,0.002,0.11,0.017,0.075,0.126,0.01,0.104,0.734,9.1,0.724,0.953,0.094,0.956,6.0,manhattan
02M276,Battery Park City School,K-8,831,1.0,1.0,0.75,0.75,1.0,0.75,1.0,0.81,0.89,0.76,0.89,0.95,0.9,0.5,1.0,0.5,0.5,0.5,January-19,0.032,0.201,0.002,0.147,0.016,0.108,0.203,0.04,0.136,0.531,10.1,0.875,0.953,0.086,0.973,6.0,manhattan
02M281,The River School,Elementary,302,0.75,1.0,0.75,0.75,1.0,1.0,1.0,0.92,0.94,0.96,0.91,0.98,0.93,1.0,1.0,1.0,0.5,1,January 2017,0.195,0.175,0.007,0.213,0.046,0.166,0.321,0.093,0.136,0.411,4.9,0.654,0.948,0.15,0.98,7.0,manhattan
02M289,I.S. 289,Middle,284,1.0,1.0,0.75,0.75,0.75,0.75,1.0,0.86,0.84,0.74,0.88,0.92,0.88,0.5,1.0,1.0,0.5,0.5,11-May-15,0.049,0.229,0,0.484,0.095,0.398,0.486,0.042,0.148,0.296,5.9,0.889,0.968,0.066,0.938,5.0,manhattan
02M290,P.S. 290 Manhattan New School,Elementary,558,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.9,0.8,0.92,0.76,0.96,0.84,0.5,0.5,1.0,0.5,0.5,"May 11, 2015",0.023,0.17,0,0.092,0.002,0.081,0.108,0.03,0.091,0.713,4.9,0.805,0.96,0.056,0.98,5.0,manhattan
02M297,M.S. 297,Middle,561,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.79,0.85,0.66,0.88,0.92,0.87,1.0,1.0,1.0,0.5,1,November-18,0.034,0.23,0.007,0.321,0.068,0.242,0.086,0.094,0.23,0.545,2.1,0.694,0.941,0.163,0.984,5.0,manhattan
02M312,New York City Lab Middle School for Collaborative,Middle,563,0.75,1.0,1.0,0.75,0.75,1.0,1.0,0.86,0.87,0.78,0.86,0.92,0.92,1.0,1.0,1.0,0.5,0.5,"March 25, 2015",0.016,0.144,0.005,0.383,0.016,0.275,0.639,0.012,0.053,0.233,11,0.722,0.982,0.023,0.966,6.0,manhattan
02M343,The Peck Slip School,Elementary,432,1.0,0.75,1.0,0.75,1.0,0.75,0.75,0.92,0.94,0.96,0.91,0.97,0.93,0.5,1.0,1.0,0.5,1,"Nov 21, 2014",0.019,0.204,0.002,0.118,0.019,0.09,0.157,0.044,0.137,0.546,7.1,0.758,0.956,0.07,0.956,6.0,manhattan
02M347,The 47 American Sign Language & English Lower Scho,K-8,137,0.75,0.5,0.5,0.5,0.5,0.5,1.0,0.73,0.62,0.66,0.46,0.89,0.73,1.0,1.0,1.0,1.0,0,January 2017,0.277,0.569,0,0.844,0.241,0.796,0.029,0.27,0.518,0.153,9.3,0.651,0.904,0.432,0.972,3.0,manhattan
02M397,Spruce Street School,K-8,542,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0.77,0.87,0.71,0.88,0.96,0.88,0.5,1.0,0.5,0.5,0.5,February-19,0.026,0.225,0.011,0.17,0.03,0.127,0.162,0.041,0.159,0.533,10.1,0.816,0.949,0.113,0.982,6.0,manhattan
02M408,Professional Performing Arts High School,Middle,123,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.77,0.8,0.7,0.84,0.87,0.86,1.0,1.0,1.0,0.5,1,March 2018,0,0.179,0,0.335,0.024,0.228,0.049,0.146,0.187,0.52,14.1,0.862,0.946,0.13,0.967,5.0,manhattan
02M413,School of the Future High School,Middle,304,1.0,0.75,1.0,0.75,0.75,0.75,0.75,0.79,0.8,0.75,0.84,0.9,0.83,0.5,1.0,0.5,0.5,1,February-19,0.013,0.247,0,0.426,0.069,0.342,0.234,0.115,0.211,0.336,11.9,0.745,0.968,0.059,0.973,5.0,manhattan
02M422,Quest to Learn,Middle,167,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.83,0.92,0.71,0.92,0.88,0.91,1.0,1.0,0.0,0.5,1,March 2017,0.054,0.287,0.006,0.72,0.21,0.635,0.156,0.251,0.437,0.126,3.1,0.878,0.907,0.267,0.968,5.0,manhattan
02M442,"Ballet Tech, NYC Public School for Dance",K-8,142,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.82,0.94,0.84,0.98,0.97,0.94,1.0,0.5,0.5,0.5,1,20-Apr-16,0.028,0.049,0,0.466,0.056,0.352,0.275,0.176,0.246,0.218,9.9,0.8,0.965,0.034,0.961,7.0,manhattan
02M527,P.S. 527 - East Side School for Social Action,Elementary,431,1.0,0.75,1.0,1.0,1.0,1.0,0.75,0.93,0.95,0.91,0.96,0.98,0.98,0.5,1.0,1.0,0.5,1,"Nov 19, 2014",0.039,0.183,0.002,0.177,0.039,0.13,0.125,0.039,0.142,0.58,7.1,0.733,0.955,0.08,0.978,7.0,manhattan
02M896,Lower Manhattan Community Middle School,Middle,385,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.84,0.91,0.77,0.96,0.96,0.96,0.5,1.0,1.0,0.5,0.5,"March 17, 2015",0.06,0.294,0.003,0.554,0.068,0.465,0.431,0.101,0.158,0.27,13.1,0.813,0.965,0.075,0.95,7.0,manhattan
02M933,City Knoll Middle School,Middle,175,0.5,0.5,0.75,0.25,0.75,0.5,0.75,0.64,0.66,0.63,0.58,0.88,0.81,1.0,1.0,1.0,0.5,1,"April 28, 2015",0.114,0.331,0.063,0.768,0.263,0.68,0.08,0.246,0.577,0.057,1.9,0.737,0.915,0.308,0.968,4.0,manhattan
03M009,P.S. 009 Sarah Anderson,Elementary,593,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.96,0.95,0.96,0.98,0.97,0.98,0.5,0.5,0.5,0.5,0.5,"January 20, 2015",0.024,0.196,0,0.19,0.076,0.128,0.084,0.049,0.184,0.59,4.1,0.881,0.955,0.11,0.963,7.0,manhattan
03M054,J.H.S. 054 Booker T. Washington,Middle,867,1.0,0.75,1.0,0.75,0.75,0.75,1.0,0.88,0.81,0.77,0.92,0.93,0.9,0.5,0.5,1.0,0.5,0.5,December 2017,0.012,0.143,0.039,0.234,0.023,0.144,0.116,0.077,0.157,0.564,14.4,0.764,0.963,0.052,0.978,5.0,manhattan
03M075,P.S. 075 Emily Dickinson,Elementary,548,0.75,0.75,0.75,0.75,1.0,0.75,0.75,0.81,0.8,0.8,0.77,0.97,0.92,1.0,1.0,0.5,1.0,0.5,June 2018,0.153,0.431,0.071,0.671,0.181,0.571,0.026,0.215,0.553,0.172,0.7,0.744,0.933,0.217,0.972,6.0,manhattan
03M076,P.S. 076 A. Philip Randolph,K-8,405,0.75,0.75,0.75,0.75,1.0,1.0,0.5,0.81,0.83,0.83,0.85,0.95,0.92,0.5,1.0,1.0,0.5,1,January 2018,0.084,0.272,0.049,0.907,0.314,0.837,0.002,0.733,0.225,0.032,16.1,0.909,0.892,0.446,0.964,7.0,manhattan
03M084,P.S. 084 Lillian Weber,Elementary,566,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.86,0.92,0.88,0.91,0.94,0.93,1.0,1.0,1.0,0.5,0.5,"March 26, 2015",0.081,0.191,0.064,0.403,0.08,0.302,0.032,0.076,0.343,0.502,3.9,0.68,0.942,0.166,0.972,5.0,manhattan
03M087,P.S. 087 William Sherman,Elementary,880,1.0,1.0,1.0,0.75,1.0,0.75,1.0,0.91,0.83,0.91,0.82,0.98,0.9,0.5,1.0,1.0,0.5,0.5,December 2016,0.031,0.192,0.01,0.132,0.022,0.074,0.08,0.031,0.143,0.649,9.9,0.902,0.954,0.087,0.99,6.0,manhattan
03M145,"P.S. 145, The Bloomingdale School",Elementary,346,0.75,0.75,0.5,0.75,1.0,0.75,0.5,0.78,0.79,0.78,0.85,0.96,0.85,1.0,1.0,1.0,1.0,1,November 2016,0.13,0.318,0.092,0.835,0.283,0.754,0.012,0.257,0.598,0.116,5.8,0.568,0.884,0.439,0.977,6.0,manhattan
03M149,P.S. 149 Sojourner Truth,K-8,206,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.78,0.82,0.7,0.86,0.93,0.86,1.0,1.0,1.0,1.0,1,May 2018,0.194,0.277,0.053,0.932,0.243,0.874,0.044,0.597,0.286,0.049,4.1,0.273,0.943,0.15,0.966,5.0,manhattan
03M163,P.S. 163 Alfred E. Smith,Elementary,520,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.8,0.76,0.74,0.74,0.94,0.84,0.5,1.0,1.0,1.0,0.5,October 2017,0.058,0.196,0.008,0.503,0.112,0.396,0.063,0.192,0.406,0.281,6.9,0.727,0.935,0.227,0.974,4.0,manhattan
03M165,P.S. 165 Robert E. Simon,Elementary,395,0.75,0.75,0.75,0.75,1.0,0.75,1.0,0.86,0.87,0.86,0.84,0.96,0.89,0.5,1.0,1.0,1.0,1,January 2018,0.119,0.203,0.061,0.674,0.218,0.565,0.038,0.134,0.585,0.228,7.5,0.718,0.914,0.318,0.961,6.0,manhattan
