dbn,school_name,school_type,enrollment,rigor_instruction_rating,collab_teachers_rating,support_environ_rating,effective_lead_rating,fam_comm_ties_rating,trust_rating,student_achieve_rating,pct_pos_rigor_instruction,pct_pos_collab_teachers,pct_pos_supportive_environ,pct_pos_effective_lead,pct_pos_fam_comm_ties,pct_pos_trust,qr_challenge_curriculum,qr_effective_teaching_learning,qr_assess_student_learning,qr_high_expectations,qr_teacher_collab,qr_dates_of_review,pct_ell,pct_disabilities,pct_self_contained,economic_need_index,pct_temp_housing,pct_hra_eligible,pct_asian,pct_black,pct_hispanic,pct_white,yrs_principal_exp,pct_teachers_>=3_yrs_exp,student_attendance_rate,pct_chronic_absent,teacher_attendance_rate,sqr_rating,borough
18K272,P.S. 272 Curtis Estabrook,Elementary,402,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.71,0.74,0.64,0.74,0.92,0.81,1.0,1.0,1.0,1.0,1,March 2017,0.07,0.383,0.244,0.894,0.321,0.823,0.04,0.754,0.142,0.047,13.4,0.913,0.894,0.439,0.971,4.0,brooklyn
18K276,P.S. 276 Louis Marshall,Elementary,545,0.5,0.75,0.75,0.75,0.75,0.75,0.25,0.82,0.9,0.86,0.86,0.92,0.9,0.0,0.0,1.0,1.0,1,January 2018,0.163,0.198,0.066,0.701,0.081,0.639,0.026,0.868,0.044,0.05,8.7,0.917,0.928,0.267,0.958,5.0,brooklyn
18K279,P.S. 279 Herman Schreiber,Elementary,363,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.79,0.76,0.76,0.87,0.95,0.86,1.0,1.0,1.0,1.0,1,March 2018,0.058,0.174,0.058,0.703,0.165,0.623,0.025,0.873,0.058,0.03,12.1,0.767,0.924,0.288,0.963,5.0,brooklyn
18K285,I.S. 285 Meyer Levin,Middle,752,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.86,0.92,0.76,0.94,0.89,0.9,1.0,1.0,1.0,1.0,1,December 2016,0.033,0.221,0.078,0.723,0.157,0.626,0.009,0.928,0.039,0.007,4,0.893,0.893,0.38,0.962,5.0,brooklyn
18K366,The Science And Medicine Middle School,Middle,399,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.74,0.75,0.62,0.84,0.92,0.84,1.0,1.0,0.0,1.0,1,February 2018,0.03,0.211,0.065,0.706,0.115,0.634,0.015,0.852,0.098,0.023,4.9,0.938,0.926,0.24,0.942,5.0,brooklyn
18K581,East Flatbush Community Research School,Middle,268,0.75,0.75,1.0,1.0,0.75,0.75,0.5,0.88,0.94,0.71,0.94,0.88,0.89,1.0,1.0,1.0,0.5,1,May 2017,0.116,0.257,0.071,0.833,0.198,0.743,0.022,0.851,0.063,0.045,1.1,0.438,0.921,0.277,0.998,5.0,brooklyn
18K588,Middle School for Art and Philosophy,Middle,172,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.74,0.86,0.71,0.92,0.93,0.9,1.0,1.0,1.0,1.0,1,April 2018,0.076,0.326,0.157,0.79,0.174,0.709,0.012,0.878,0.081,0.006,1.1,0.75,0.925,0.254,0.975,5.0,brooklyn
18K763,Brooklyn Science and Engineering Academy,Middle,317,1.0,0.75,1.0,1.0,1.0,1.0,0.75,0.89,0.94,0.78,0.97,0.94,0.93,0.5,1.0,0.5,0.5,1,25-Mar-15,0.028,0.151,0.035,0.587,0.05,0.502,0.009,0.927,0.041,0.009,5.1,0.577,0.95,0.123,0.98,7.0,brooklyn
19K007,P.S. 007 Abraham Lincoln,Elementary,787,0.75,0.75,0.75,0.75,1.0,0.75,0.5,0.78,0.81,0.81,0.83,0.96,0.89,1.0,1.0,1.0,0.5,1,February 2017,0.219,0.201,0.071,0.841,0.066,0.769,0.07,0.071,0.82,0.025,6.6,0.921,0.925,0.273,0.952,6.0,brooklyn
19K013,P.S. 013 Roberto Clemente,Elementary,414,1.0,0.75,0.5,0.75,1.0,0.75,1.0,0.76,0.85,0.73,0.89,0.95,0.89,0.5,0.5,1.0,0.5,1,December 2017,0.097,0.285,0.082,0.92,0.333,0.867,0.041,0.659,0.254,0.027,5,0.591,0.888,0.492,0.978,6.0,brooklyn
19K065,P.S. 065,Elementary,586,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.92,0.98,0.96,0.99,0.98,0.99,0.5,1.0,0.5,0.5,0.5,"November 19, 2014",0.254,0.133,0.003,0.856,0.321,0.747,0.031,0.073,0.857,0.009,14.9,0.706,0.921,0.268,0.978,7.0,brooklyn
19K089,P.S. 089 Cypress Hills,K-8,451,0.75,1.0,1.0,1.0,1.0,1.0,0.5,0.81,0.87,0.77,0.88,0.97,0.92,1.0,1.0,1.0,0.5,0.5,February 2018,0.457,0.264,0.035,0.867,0.111,0.796,0.009,0.024,0.958,0,15,0.667,0.949,0.111,0.961,7.0,brooklyn
19K108,P.S. 108 Sal Abbracciamento,Elementary,829,1.0,0.75,0.75,0.75,1.0,0.75,1.0,0.81,0.77,0.77,0.81,0.97,0.83,0.5,0.5,0.5,0.5,0.5,"December 4, 2014",0.118,0.277,0.063,0.845,0.273,0.784,0.064,0.092,0.809,0.01,16.1,0.824,0.93,0.239,0.962,6.0,brooklyn
19K149,P.S. 149 Danny Kaye,Elementary,581,1.0,1.0,0.75,1.0,0.75,0.75,1.0,0.85,0.86,0.81,0.88,0.94,0.9,0.5,0.5,1.0,0.5,0.5,November 2016,0.076,0.243,0.155,0.898,0.267,0.833,0.036,0.577,0.36,0.015,6.9,0.867,0.901,0.397,0.981,5.0,brooklyn
19K158,P.S. 158 Warwick,Elementary,475,0.75,0.5,0.75,0.25,0.75,0.25,0.5,0.73,0.73,0.73,0.67,0.91,0.72,1.0,1.0,1.0,0.5,1,"Nov 12, 2014",0.088,0.215,0.145,0.886,0.194,0.815,0.013,0.472,0.486,0.015,1.1,0.744,0.901,0.417,0.957,3.0,brooklyn
19K159,P.S. 159 Isaac Pitkin,Elementary,749,1.0,1.0,1.0,0.75,0.75,1.0,0.75,0.96,0.98,0.98,0.96,0.93,0.97,0.5,1.0,1.0,0.5,1,March-19,0.194,0.192,0.08,0.891,0.17,0.829,0.403,0.282,0.274,0.011,13.1,0.981,0.908,0.361,0.98,6.0,brooklyn
19K171,I.S. 171 Abraham Lincoln,Middle,418,0.5,0.75,1.0,0.75,0.75,0.75,0.5,0.81,0.88,0.75,0.88,0.9,0.9,1.0,0.0,0.0,0.5,1,February 2017,0.294,0.187,0.091,0.867,0.189,0.789,0.077,0.086,0.806,0.01,5.6,0.882,0.93,0.213,0.964,5.0,brooklyn
19K190,P.S. 190 Sheffield,Elementary,160,0.75,0.75,0.5,0.75,0.75,1.0,0.5,0.87,0.91,0.89,0.97,0.95,0.97,1.0,1.0,1.0,1.0,1,January 2017,0.038,0.163,0.056,0.932,0.313,0.9,0.006,0.756,0.213,0.019,14.2,0.933,0.87,0.537,0.966,6.0,brooklyn
19K202,P.S. 202 Ernest S. Jenkyns,Elementary,308,0.5,0.5,0.5,0.75,1.0,0.75,0.75,0.58,0.66,0.65,0.67,0.96,0.83,1.0,0.0,1.0,1.0,1,April 2018,0.127,0.269,0.136,0.937,0.224,0.88,0.029,0.584,0.338,0.032,2.1,0.903,0.879,0.506,0.952,6.0,brooklyn
19K213,P.S. 213 New Lots,Elementary,229,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.59,0.65,0.64,0.57,0.91,0.71,1.0,0.0,1.0,1.0,1,December 2016,0.096,0.188,0.074,0.904,0.288,0.834,0.044,0.651,0.218,0.048,6.2,0.45,0.872,0.496,0.976,4.0,brooklyn
19K214,P.S. 214 Michael Friedsam,Elementary,773,0.5,0.5,0.75,0.5,0.75,0.75,0.75,0.78,0.8,0.86,0.69,0.94,0.87,1.0,0.0,0.0,1.0,0,February 2018,0.155,0.176,0.082,0.871,0.138,0.809,0.497,0.11,0.339,0.04,4.8,0.881,0.907,0.356,0.975,5.0,brooklyn
19K218,J.H.S. 218 James P. Sinnott,Middle,428,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.8,0.82,0.7,0.82,0.9,0.87,1.0,0.0,0.0,1.0,1,October 2016,0.243,0.278,0.065,0.927,0.243,0.874,0.178,0.423,0.364,0.016,5.9,0.692,0.889,0.411,0.961,5.0,brooklyn
19K224,P.S. 224 Hale A. Woodruff,Elementary,349,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.83,0.9,0.85,0.88,0.92,0.91,1.0,0.0,1.0,1.0,1,March 2018,0.089,0.264,0.095,0.922,0.232,0.871,0.011,0.605,0.35,0.017,2.1,1,0.872,0.543,0.994,5.0,brooklyn
19K273,P.S. 273 Wortman,Elementary,311,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.81,0.78,0.77,0.76,0.94,0.88,1.0,0.0,1.0,1.0,1,December 2016,0.026,0.273,0.109,0.888,0.193,0.826,0.016,0.723,0.241,0.016,13.9,0.852,0.891,0.461,0.959,5.0,brooklyn
19K290,P.S. 290 Juan Morel Campos,Elementary,429,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.73,0.78,0.79,0.76,0.94,0.83,0.5,1.0,0.5,0.5,0.5,May 2018,0.226,0.256,0.093,0.872,0.179,0.79,0.026,0.207,0.748,0.005,2.5,0.682,0.919,0.306,0.951,4.0,brooklyn
19K292,J.H.S. 292 Margaret S. Douglas,Middle,563,0.75,0.5,0.5,0.75,0.5,0.75,1.0,0.78,0.79,0.68,0.84,0.87,0.85,1.0,1.0,1.0,1.0,1,October 2017,0.16,0.256,0.115,0.922,0.307,0.867,0.146,0.488,0.321,0.03,2.8,0.791,0.891,0.399,0.957,4.0,brooklyn
19K306,P.S. 306 Ethan Allen,Elementary,269,0.75,0.75,0.5,0.75,0.75,1.0,0.75,0.83,0.91,0.81,0.93,0.95,0.96,1.0,0.0,0.0,1.0,1,May 2018,0.011,0.368,0.1,0.963,0.361,0.903,0.004,0.747,0.234,0.011,2.1,0.786,0.89,0.465,0.956,6.0,brooklyn
19K325,The Fresh Creek School,Elementary,185,0.75,0.75,0.5,0.75,0.75,0.5,0.25,0.8,0.74,0.76,0.75,0.93,0.81,0.5,0.0,0.0,1.0,0.5,March-19,0.038,0.227,0.016,0.929,0.238,0.892,0,0.654,0.303,0.016,2.1,0.611,0.877,0.492,0.952,4.0,brooklyn
19K328,P.S. 328 Phyllis Wheatley,Elementary,257,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.81,0.64,0.69,0.63,0.92,0.76,1.0,1.0,1.0,1.0,1,March 2017,0.144,0.307,0.086,0.969,0.455,0.93,0.027,0.58,0.331,0.047,2.1,0.815,0.902,0.4,0.972,4.0,brooklyn
19K345,P.S. 345 Patrolman Robert Bolden,Elementary,520,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.7,0.74,0.71,0.74,0.96,0.81,1.0,0.0,0.0,1.0,1,May 2017,0.183,0.177,0.071,0.895,0.208,0.831,0.075,0.304,0.587,0.015,14.9,0.872,0.906,0.359,0.965,5.0,brooklyn
19K346,P.S. 346 Abe Stark,Elementary,537,0.5,0.75,0.75,0.75,1.0,0.75,0.5,0.83,0.92,0.84,0.89,0.96,0.93,1.0,0.0,0.0,1.0,1,October 2016,0.015,0.231,0.084,0.732,0.112,0.611,0.048,0.631,0.251,0.03,13.1,0.86,0.919,0.281,0.96,6.0,brooklyn
19K364,I.S. 364 Gateway,Middle,329,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.72,0.71,0.6,0.84,0.92,0.82,1.0,0.0,1.0,1.0,1,March 2018,0.018,0.28,0.067,0.796,0.137,0.696,0.009,0.687,0.255,0.03,3.5,0.769,0.907,0.358,0.959,4.0,brooklyn
19K404,Academy for Young Writers,Middle,215,0.75,0.75,0.75,0.75,1.0,0.75,0.5,0.78,0.75,0.68,0.77,0.93,0.83,1.0,1.0,1.0,0.5,1,March 2018,0.028,0.274,0.014,0.847,0.144,0.763,0.019,0.674,0.288,0.005,2.9,0.771,0.907,0.315,0.951,6.0,brooklyn
19K409,East New York Family Academy,Middle,207,0.75,1.0,0.75,1.0,1.0,1.0,1.0,0.86,0.86,0.72,0.89,0.92,0.92,1.0,1.0,1.0,0.5,1,March 2018,0.029,0.222,0,0.799,0.116,0.681,0.019,0.638,0.333,0,5.7,0.872,0.916,0.291,0.96,7.0,brooklyn
19K422,Spring Creek Community School,Middle,225,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.77,0.7,0.67,0.76,0.89,0.8,1.0,1.0,0.5,0.5,0.5,February 2018,0.036,0.276,0.022,0.843,0.12,0.738,0.018,0.729,0.2,0.031,7.1,0.66,0.924,0.248,0.962,4.0,brooklyn
19K452,Frederick Douglass Academy VIII Middle School,Middle,338,0.75,0.75,0.75,1.0,1.0,1.0,0.5,0.86,0.85,0.75,0.95,0.94,0.92,1.0,1.0,1.0,0.5,1,April-19,0.024,0.216,0.036,0.691,0.098,0.571,0.065,0.692,0.21,0.033,4.3,0.778,0.926,0.226,0.967,7.0,brooklyn
19K557,Brooklyn Gardens Elementary School,Elementary,269,0.75,0.75,0.75,0.75,1.0,0.75,0.5,0.74,0.85,0.61,0.84,0.96,0.93,0.5,1.0,1.0,0.5,1,"February 5, 2015",0.056,0.32,0.03,0.971,0.401,0.914,0,0.654,0.309,0.022,1.1,0.607,0.909,0.324,0.964,6.0,brooklyn
19K654,Van Siclen Community Middle School,Middle,312,0.75,0.75,0.75,1.0,0.5,1.0,0.5,0.88,0.96,0.71,0.97,0.88,0.93,1.0,1.0,1.0,0.5,1,"May 4, 2015",0.093,0.375,0.144,0.912,0.237,0.84,0.019,0.699,0.237,0.045,6.1,0.545,0.892,0.391,0.982,5.0,brooklyn
19K661,Vista Academy,Middle,471,0.75,0.5,1.0,0.75,0.75,0.5,0.75,0.8,0.72,0.74,0.77,0.9,0.81,1.0,1.0,1.0,0.5,1,February 2017,0.113,0.195,0.064,0.839,0.178,0.76,0.055,0.24,0.658,0.015,2.1,0.594,0.936,0.203,0.964,4.0,brooklyn
19K662,Liberty Avenue Middle School,Middle,483,1.0,0.75,1.0,0.75,0.75,1.0,0.75,0.92,0.87,0.89,0.9,0.91,0.92,0.5,0.5,0.5,0.5,1,February-19,0.151,0.244,0.004,0.881,0.211,0.797,0.046,0.219,0.694,0.017,6,0.674,0.92,0.261,0.961,6.0,brooklyn
19K663,School of the Future Brooklyn,Middle,193,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0.66,0.62,0.62,0.75,0.92,0.8,0.0,0.0,0.0,0.0,0,May 2017,0.104,0.295,0.036,0.943,0.342,0.876,0.01,0.668,0.301,0.01,1.1,0.474,0.883,0.421,0.961,4.0,brooklyn
19K677,East New York Elementary School of Excellence,Elementary,485,0.75,0.75,0.5,0.75,1.0,1.0,0.5,0.81,0.89,0.79,0.89,0.96,0.93,1.0,0.0,1.0,1.0,1,May 2018,0.153,0.229,0.093,0.937,0.233,0.885,0.047,0.501,0.419,0.008,3.9,0.814,0.89,0.469,0.979,7.0,brooklyn
19K678,East New York Middle School of Excellence,Middle,265,0.75,0.75,0.75,1.0,1.0,1.0,0.5,0.83,0.91,0.72,0.92,0.98,0.92,1.0,0.0,1.0,1.0,1,23-Feb-16,0.121,0.272,0.045,0.912,0.208,0.849,0.03,0.558,0.385,0.019,7,0.81,0.921,0.279,0.959,7.0,brooklyn
19K760,Highland Park Community School,Middle,344,0.5,0.5,0.75,0.5,0.75,0.75,0.5,0.68,0.66,0.7,0.68,0.9,0.85,1.0,0.0,1.0,0.5,1,December 2016,0.137,0.183,0.052,0.808,0.116,0.718,0.026,0.151,0.77,0.017,5.1,0.542,0.915,0.291,0.972,5.0,brooklyn
20K030,P.S./I.S. 30 Mary White Ovington,K-8,994,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.78,0.81,0.64,0.8,0.91,0.85,0.5,1.0,0.5,0.5,0.5,9-Feb-16,0.214,0.191,0.048,0.774,0.054,0.697,0.236,0.007,0.305,0.436,8.7,0.573,0.957,0.104,0.973,5.0,brooklyn
20K048,P.S. 048 Mapleton,Elementary,547,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0.77,0.86,0.84,0.85,0.96,0.94,1.0,1.0,1.0,1.0,1,January-19,0.293,0.223,0.075,0.773,0.038,0.695,0.442,0.009,0.291,0.245,18.5,0.857,0.944,0.193,0.961,7.0,brooklyn
20K062,J.H.S. 062 Ditmas,Middle,1213,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.82,0.82,0.71,0.8,0.86,0.87,1.0,1.0,1.0,0.5,1,October 2017,0.218,0.19,0.045,0.832,0.133,0.763,0.327,0.176,0.345,0.139,0.9,0.845,0.944,0.147,0.963,4.0,brooklyn
20K069,P.S. 69 Vincent D. Grippo School,Elementary,770,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84,0.94,0.89,0.91,0.97,0.97,0.5,0.5,0.5,0.5,0.5,"November 26, 2014",0.491,0.127,0.032,0.914,0.068,0.87,0.917,0.003,0.039,0.04,13,0.964,0.979,0.043,0.97,7.0,brooklyn
20K102,P.S. 102 The Bayview,Elementary,1424,1.0,1.0,1.0,0.75,1.0,0.75,0.75,0.83,0.89,0.83,0.89,0.96,0.93,0.5,0.5,0.5,0.5,0.5,"January 12, 2015",0.137,0.197,0.057,0.599,0.034,0.497,0.159,0.011,0.271,0.527,6.7,0.833,0.951,0.104,0.966,6.0,brooklyn
20K104,P.S./I.S. 104 The Fort Hamilton School,K-8,1244,1.0,1.0,0.75,1.0,0.75,1.0,0.75,0.87,0.92,0.78,0.93,0.91,0.93,0.5,0.5,0.5,0.5,0.5,April-19,0.11,0.151,0.039,0.549,0.029,0.45,0.194,0.044,0.256,0.477,21.5,0.831,0.95,0.129,0.955,6.0,brooklyn
20K105,P.S. 105 The Blythebourne,Elementary,1414,0.75,0.75,1.0,0.75,1.0,1.0,1.0,0.83,0.86,0.85,0.88,0.98,0.91,0.5,1.0,1.0,0.5,0.5,February-19,0.445,0.076,0.001,0.923,0.035,0.881,0.919,0.004,0.047,0.03,17.9,0.785,0.982,0.03,0.965,7.0,brooklyn
20K112,P.S. 112 Lefferts Park,Elementary,668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89,0.98,0.91,0.99,0.97,0.98,0.5,0.5,0.5,0.5,0.5,24-Mar-15,0.229,0.195,0.015,0.74,0.055,0.669,0.376,0.004,0.37,0.247,16.9,0.685,0.947,0.175,0.96,7.0,brooklyn
20K127,P.S. 127 Mckinley Park,Elementary,508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.99,0.97,0.99,0.98,0.99,1.0,1.0,0.5,0.5,0.5,21-Jan-15,0.238,0.238,0.039,0.665,0.033,0.612,0.407,0.008,0.234,0.339,9.1,0.927,0.956,0.123,0.964,7.0,brooklyn
20K160,P.S. 160 William T. Sampson,Elementary,1276,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.86,0.94,0.95,0.95,0.97,0.98,0.5,1.0,1.0,0.5,0.5,10-Nov-15,0.611,0.139,0.046,0.914,0.025,0.861,0.883,0.004,0.071,0.039,14.9,0.752,0.978,0.038,0.967,7.0,brooklyn
20K163,P.S. 163 Bath Beach,K-8,599,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.88,0.9,0.79,0.91,0.96,0.93,1.0,1.0,1.0,1.0,1,October-18,0.212,0.197,0.078,0.735,0.092,0.654,0.28,0.018,0.371,0.326,4.6,0.766,0.943,0.184,0.967,7.0,brooklyn
20K164,P.S. 164 Caesar Rodney,Elementary,650,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.85,0.94,0.89,0.94,0.95,0.95,0.5,1.0,1.0,0.5,0.5,29-Mar-16,0.134,0.191,0.078,0.875,0.103,0.783,0.443,0.012,0.398,0.134,4.9,0.759,0.957,0.109,0.964,6.0,brooklyn
20K170,Ralph A. Fabrizio School,Elementary,1014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,0.95,0.95,0.97,0.98,0.96,0.5,0.5,1.0,0.5,0.5,"December 2, 2014",0.321,0.162,0.032,0.808,0.13,0.742,0.581,0.002,0.169,0.236,9.9,0.822,0.965,0.078,0.968,7.0,brooklyn
20K176,P.S. 176 Ovington,Elementary,1293,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.87,0.9,0.89,0.91,0.95,0.93,0.5,0.5,0.5,0.5,0.5,"November 20, 2014",0.23,0.119,0.028,0.792,0.079,0.722,0.678,0.005,0.203,0.106,14.5,0.84,0.97,0.06,0.962,7.0,brooklyn
20K179,P.S. 179 Kensington,Elementary,781,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.79,0.83,0.83,0.83,0.92,0.9,1.0,0.0,1.0,0.5,1,January 2017,0.429,0.177,0.093,0.889,0.123,0.819,0.542,0.035,0.25,0.163,1.9,0.868,0.938,0.199,0.951,5.0,brooklyn
20K180,The SEEALL Academy,K-8,1060,0.75,1.0,1.0,1.0,0.75,1.0,0.75,0.84,0.9,0.78,0.93,0.93,0.93,0.5,1.0,1.0,0.5,0.5,May-19,0.292,0.156,0.032,0.825,0.053,0.729,0.445,0.015,0.284,0.242,13,0.806,0.967,0.081,0.973,6.0,brooklyn
20K185,P.S. 185 Walter Kassenbrock,Elementary,634,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.94,0.95,0.94,0.92,0.94,0.92,0.5,1.0,1.0,0.5,0.5,11-Dec-15,0.066,0.188,0.063,0.399,0.016,0.312,0.074,0.011,0.215,0.67,4.1,0.854,0.952,0.097,0.962,5.0,brooklyn
20K186,P.S. 186 Dr. Irving A Gladstone,Elementary,1061,1.0,1.0,1.0,0.75,1.0,0.75,0.75,0.81,0.88,0.87,0.91,0.96,0.91,0.5,1.0,0.5,0.5,0.5,5-Feb-16,0.343,0.177,0.054,0.766,0.038,0.709,0.407,0.002,0.271,0.309,14.7,0.588,0.958,0.096,0.965,6.0,brooklyn
20K187,The Christa McAuliffe School\I.S. 187,Middle,953,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.88,0.9,0.86,0.95,0.91,0.93,0.5,0.5,0.5,0.5,0.5,"December 9, 2014",0.026,0.099,0.057,0.564,0.021,0.459,0.694,0.014,0.057,0.229,15,0.857,0.983,0.029,0.957,6.0,brooklyn
20K192,P.S. 192 - The Magnet School for Math and Science,K-8,607,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.82,0.86,0.77,0.86,0.95,0.9,1.0,1.0,1.0,1.0,1,February-19,0.29,0.222,0.023,0.883,0.072,0.815,0.171,0.018,0.47,0.336,13.9,0.755,0.94,0.194,0.968,5.0,brooklyn
20K200,P.S. 200 Benson School,Elementary,1331,0.5,0.5,0.75,0.75,0.75,0.5,0.75,0.76,0.73,0.8,0.73,0.91,0.84,1.0,1.0,0.0,1.0,1,January 2018,0.277,0.144,0.037,0.774,0.032,0.724,0.331,0.011,0.206,0.44,11,0.885,0.939,0.168,0.953,4.0,brooklyn
20K201,J.H.S. 201 The Dyker Heights,Middle,1651,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.86,0.92,0.79,0.94,0.88,0.93,0.5,1.0,0.5,0.5,0.5,"January 7, 2015",0.098,0.134,0.039,0.648,0.039,0.566,0.545,0.005,0.16,0.288,6,0.859,0.969,0.074,0.96,6.0,brooklyn
20K204,P.S. 204 Vince Lombardi,Elementary,1093,0.75,1.0,1.0,0.75,1.0,1.0,1.0,0.82,0.89,0.9,0.89,0.96,0.94,1.0,1.0,0.5,0.5,0.5,17-Apr-15,0.14,0.174,0.063,0.644,0.028,0.561,0.532,0.004,0.189,0.268,8,0.909,0.965,0.08,0.957,7.0,brooklyn
20K205,P.S. 205 Clarion,Elementary,1245,0.75,0.75,1.0,1.0,0.75,1.0,1.0,0.88,0.95,0.92,0.96,0.95,0.97,1.0,1.0,1.0,1.0,1,January 2018,0.246,0.21,0.102,0.732,0.05,0.625,0.586,0.013,0.204,0.192,1.1,0.729,0.959,0.115,0.967,6.0,brooklyn
20K220,J.H.S. 220 John J. Pershing,Middle,1521,0.5,0.5,0.75,0.75,0.25,0.75,0.75,0.72,0.73,0.67,0.79,0.83,0.84,1.0,0.0,0.0,1.0,1,February 2017,0.323,0.162,0.045,0.902,0.097,0.821,0.502,0.013,0.426,0.055,1.9,0.805,0.964,0.093,0.959,3.0,brooklyn
20K223,J.H.S. 223 The Montauk,Middle,939,0.75,0.75,0.75,0.75,0.5,0.75,1.0,0.82,0.85,0.73,0.88,0.84,0.88,1.0,1.0,1.0,0.0,1,December 2017,0.282,0.167,0.051,0.904,0.058,0.847,0.585,0.018,0.276,0.118,9.9,0.843,0.958,0.121,0.965,4.0,brooklyn
20K227,J.H.S. 227 Edward B. Shallow,Middle,1614,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.8,0.85,0.71,0.89,0.86,0.91,1.0,1.0,0.0,1.0,1,March 2018,0.279,0.152,0.05,0.829,0.079,0.759,0.575,0.006,0.298,0.115,5.9,0.771,0.961,0.117,0.963,4.0,brooklyn
20K229,P.S. 229 Dyker,K-8,1216,0.5,0.75,0.75,0.75,0.75,0.75,1.0,0.82,0.84,0.73,0.84,0.95,0.91,0.0,1.0,0.0,1.0,1,March-19,0.123,0.149,0.053,0.496,0.029,0.405,0.604,0.019,0.12,0.246,0.9,0.805,0.963,0.088,0.965,5.0,brooklyn
20K247,P.S. 247 Brooklyn,Elementary,863,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.86,0.92,0.89,0.9,0.93,0.94,0.5,0.5,0.5,0.5,0.5,"November 18, 2014",0.268,0.198,0.001,0.706,0.029,0.629,0.524,0.005,0.118,0.35,13.9,0.836,0.958,0.1,0.955,6.0,brooklyn
20K259,J.H.S. 259 William McKinley,Middle,1890,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.89,0.96,0.83,0.97,0.88,0.94,0.5,0.5,0.5,0.5,0.5,23-Jan-15,0.118,0.122,0.036,0.733,0.073,0.654,0.453,0.007,0.195,0.332,14.9,0.832,0.963,0.103,0.963,5.0,brooklyn
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,Elementary,460,0.75,0.75,1.0,0.75,0.75,0.5,1.0,0.85,0.8,0.86,0.75,0.93,0.83,0.5,1.0,1.0,0.5,0.5,April-19,0.126,0.263,0.076,0.595,0.022,0.489,0.124,0.033,0.343,0.485,0.9,0.949,0.95,0.124,0.964,4.0,brooklyn
20K310,The School For Future Leaders,Elementary,411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.95,0.96,0.96,0.98,0.98,0.5,1.0,0.5,0.5,0.5,February 2017,0.421,0.122,0.005,0.894,0.175,0.847,0.871,0,0.083,0.046,9.1,0.844,0.982,0.028,0.972,7.0,brooklyn
20K503,P.S. 503: The School of Discovery,Elementary,989,0.75,0.75,0.75,1.0,1.0,0.75,1.0,0.79,0.86,0.81,0.9,0.97,0.91,1.0,1.0,1.0,0.5,0.5,January 2018,0.553,0.24,0.055,0.932,0.395,0.854,0.2,0.005,0.746,0.048,4.1,0.8,0.947,0.14,0.962,6.0,brooklyn
20K506,P.S. 506: The School of Journalism & Technology,Elementary,784,1.0,0.75,1.0,0.5,1.0,0.75,0.75,0.86,0.8,0.85,0.77,0.96,0.86,0.5,1.0,1.0,0.5,0.5,17-Mar-16,0.325,0.209,0.064,0.908,0.092,0.829,0.309,0.008,0.642,0.038,4.1,0.773,0.941,0.189,0.957,6.0,brooklyn
20K609,Urban Assembly School for Criminal Justice,Middle,222,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.9,0.9,0.82,0.91,0.88,0.93,0.5,1.0,1.0,0.5,1,February-19,0.131,0.158,0.018,0.859,0.108,0.788,0.437,0.14,0.248,0.149,1.9,0.652,0.944,0.177,0.967,6.0,brooklyn
