dbn,school_name,school_type,fam_comm_ties_rating,trust_rating,pct_pos_fam_comm_ties,pct_pos_trust,pct_ell,pct_disabilities,pct_self_contained,economic_need_index,pct_temp_housing,pct_hra_eligible,pct_asian,pct_black,pct_hispanic,pct_white,student_attendance_rate
17K002,Parkside Preparatory Academy,Middle,0.75,0.75,0.91,0.85,0.116,0.191,0.038,0.792,0.168,0.716,0.04,0.771,0.139,0.029,0.941
17K006,Norma Adams Clemons Academy,Elementary,0.75,0.75,0.92,0.89,0.206,0.208,0.068,0.855,0.202,0.792,0.011,0.735,0.202,0.034,0.917
17K012,Dr. Jacqueline Peek-Davis School,Elementary,0.75,0.75,0.9,0.92,0.07,0.268,0.167,0.925,0.245,0.864,0.004,0.716,0.23,0.035,0.891
17K061,M.S. 061 Dr. Gladstone H. Atwell,Middle,0.75,0.5,0.88,0.82,0.045,0.187,0.045,0.772,0.151,0.682,0.024,0.854,0.106,0.006,0.902
17K091,P.S. 091 The Albany Avenue School,Elementary,0.75,0.75,0.91,0.86,0.11,0.285,0.053,0.825,0.241,0.732,0.004,0.829,0.123,0.013,0.92
17K092,P.S. 092 Adrian Hegeman,Elementary,0.75,0.75,0.94,0.93,0.223,0.245,0.106,0.833,0.218,0.779,0.104,0.703,0.15,0.025,0.894
17K138,P.S. 138 Brooklyn,K-8,1.0,1.0,0.97,0.95,0.085,0.223,0.068,0.806,0.202,0.722,0.016,0.804,0.118,0.052,0.906
17K161,P.S. 161 The Crown,Elementary,1.0,1.0,0.97,0.95,0.084,0.289,0.081,0.84,0.25,0.756,0.048,0.798,0.12,0.012,0.912
17K181,P.S. 181 Brooklyn,K-8,0.75,0.75,0.91,0.85,0.147,0.208,0.056,0.831,0.097,0.777,0.018,0.836,0.097,0.026,0.911
17K189,P.S. 189 The Bilingual Center,K-8,0.75,1.0,0.93,0.91,0.176,0.154,0.04,0.817,0.164,0.714,0.023,0.702,0.246,0.019,0.931
17K191,P.S. 191 Paul Robeson,Elementary,1.0,1.0,0.96,0.97,0.067,0.3,0.107,0.928,0.393,0.84,0.033,0.807,0.107,0.02,0.883
17K221,P.S. 221 Toussaint L'Ouverture,Elementary,1.0,1.0,0.96,0.96,0.041,0.203,0.085,0.839,0.15,0.772,0,0.866,0.114,0.02,0.904
17K241,P.S. 241 Emma L. Johnston,Elementary,1.0,0.75,0.95,0.9,0.068,0.129,0.005,0.813,0.256,0.707,0.002,0.866,0.089,0.019,0.931
17K246,M.S. 246 Walt Whitman,Middle,0.5,0.75,0.86,0.89,0.267,0.213,0.071,0.87,0.267,0.804,0.02,0.711,0.222,0.032,0.907
17K249,P.S. 249 The Caton,Elementary,0.75,0.75,0.94,0.94,0.227,0.192,0.033,0.779,0.107,0.707,0.065,0.422,0.456,0.042,0.946
17K289,P.S. 289 George V. Brower,Elementary,0.75,0.75,0.93,0.86,0.104,0.275,0.052,0.858,0.226,0.777,0.058,0.713,0.156,0.037,0.872
17K316,P.S. 316 Elijah Stroud,Elementary,0.75,0.75,0.94,0.9,0.036,0.179,0.015,0.604,0.06,0.486,0.025,0.697,0.161,0.094,0.94
17K340,I.S. 340,Middle,0.75,0.75,0.91,0.85,0.025,0.216,0.029,0.757,0.167,0.647,0.005,0.74,0.191,0.015,0.92
17K352,Ebbets Field Middle School,Middle,0.75,0.75,0.94,0.82,0.203,0.308,0.143,0.869,0.263,0.805,0.06,0.669,0.188,0.075,0.921
17K353,Elijah Stroud Middle School,Middle,0.75,0.75,0.93,0.91,0.133,0.364,0.064,0.86,0.214,0.809,0.046,0.676,0.208,0.046,0.909
17K354,The School of Integrated Learning,Middle,1.0,1.0,0.97,0.96,0.044,0.215,0.054,0.77,0.189,0.673,0.02,0.811,0.141,0.003,0.926
17K375,P.S. 375 Jackie Robinson School,Elementary,0.75,0.75,0.93,0.88,0.261,0.261,0.124,0.835,0.186,0.788,0.026,0.683,0.245,0.016,0.911
17K382,Academy for College Preparation and Career Explora,Middle,0.5,0.75,0.87,0.86,0.138,0.269,0,0.835,0.185,0.762,0.008,0.646,0.246,0.031,0.92
17K394,M.S. K394,K-8,0.75,1.0,0.91,0.94,0.085,0.139,0.016,0.861,0.21,0.762,0.085,0.71,0.186,0.008,0.904
17K397,P.S. 397 Foster-Laurie,Elementary,1.0,1.0,0.96,0.93,0.124,0.207,0,0.825,0.13,0.763,0.024,0.728,0.095,0.059,0.926
17K398,P.S. 398 Walter Weaver,Elementary,0.75,1.0,0.94,0.97,0.131,0.265,0.123,0.929,0.473,0.823,0.015,0.812,0.112,0.027,0.907
17K399,P.S. 399 Stanley Eugene Clark,Elementary,0.75,0.75,0.92,0.88,0.103,0.155,0.039,0.842,0.27,0.788,0.033,0.758,0.173,0.009,0.898
17K484,Ronald Edmonds Learning Center II,Middle,1.0,1.0,0.98,0.99,0.083,0.298,0.083,0.893,0.286,0.81,0.036,0.744,0.179,0.024,0.914
17K531,"School for Human Rights, The",Middle,0.75,0.75,0.88,0.88,0.045,0.273,0,0.706,0,0.636,0.045,0.955,0,0,0.955
17K532,New Bridges Elementary,Elementary,1.0,1.0,0.99,0.99,0.101,0.273,0.008,0.864,0.242,0.763,0.015,0.683,0.224,0.052,0.935
17K543,"Science, Technology and Research Early College Hig",Middle,1.0,1.0,0.99,0.93,0.014,0.168,0,0.635,0.095,0.518,0.05,0.732,0.136,0.014,0.965
17K590,Medgar Evers College Preparatory School,Middle,1.0,0.75,0.96,0.87,0,0.014,0,0.505,0.055,0.37,0.023,0.869,0.048,0.011,0.979
17K705,Brooklyn Arts and Science Elementary School,Elementary,1.0,0.75,0.96,0.86,0.144,0.275,0.105,0.648,0.177,0.539,0.048,0.488,0.275,0.168,0.933
17K722,New Heights Middle School,Middle,0.75,0.5,0.93,0.79,0.078,0.31,0.116,0.781,0.229,0.698,0.004,0.833,0.101,0.019,0.934
17K770,P.S. 770 New American Academy,Elementary,1.0,0.75,0.95,0.85,0.026,0.176,0.04,0.553,0.095,0.425,0.026,0.568,0.103,0.176,0.933
18K066,P.S. 66,K-8,0.75,0.75,0.93,0.85,0.038,0.145,0.033,0.606,0.057,0.51,0.012,0.849,0.086,0.034,0.936
18K068,I.S. 068 Isaac Bildersee,Middle,0.75,0.75,0.9,0.92,0.235,0.291,0.125,0.767,0.173,0.696,0.045,0.772,0.097,0.073,0.913
18K114,P.S. 114 Ryder Elementary,Elementary,0.75,0.75,0.94,0.85,0.151,0.253,0.097,0.82,0.253,0.747,0.019,0.786,0.134,0.05,0.906
18K115,P.S. 115 Daniel Mucatel School,Elementary,1.0,0.75,0.95,0.86,0.088,0.199,0.096,0.652,0.125,0.574,0.032,0.813,0.083,0.055,0.936
18K135,P.S. 135 Sheldon A. Brookner,Elementary,0.5,0.5,0.9,0.8,0.088,0.15,0.067,0.8,0.15,0.727,0.01,0.81,0.079,0.084,0.931
18K208,P.S. 208 Elsa Ebeling,Elementary,0.75,0.5,0.94,0.79,0.034,0.304,0.117,0.746,0.098,0.706,0.018,0.902,0.052,0.018,0.917
18K211,I.S. 211 John Wilson,Middle,1.0,0.75,0.96,0.89,0.099,0.275,0.115,0.72,0.17,0.649,0.018,0.821,0.101,0.039,0.911
18K219,P.S. 219 Kennedy-King,Elementary,0.5,0.5,0.88,0.7,0.125,0.269,0.143,0.859,0.176,0.795,0.015,0.844,0.107,0.018,0.913
18K233,P.S. 233 Langston Hughes,Elementary,0.75,1.0,0.95,0.96,0.036,0.24,0.079,0.731,0.15,0.645,0.008,0.918,0.057,0.016,0.909
18K235,P.S. 235 Janice Marie Knight School,K-8,0.75,0.75,0.93,0.85,0.014,0.097,0.037,0.52,0.045,0.404,0.009,0.929,0.027,0.012,0.952
18K244,P.S. 244 Richard R. Green,Elementary,0.75,0.5,0.93,0.77,0.044,0.239,0.073,0.701,0.135,0.622,0.02,0.905,0.055,0.011,0.904
18K268,P.S. 268 Emma Lazarus,Elementary,1.0,0.75,0.96,0.94,0.096,0.205,0.01,0.793,0.139,0.709,0.007,0.894,0.073,0.023,0.915
18K272,P.S. 272 Curtis Estabrook,Elementary,0.75,0.5,0.92,0.81,0.07,0.383,0.244,0.894,0.321,0.823,0.04,0.754,0.142,0.047,0.894
18K276,P.S. 276 Louis Marshall,Elementary,0.75,0.75,0.92,0.9,0.163,0.198,0.066,0.701,0.081,0.639,0.026,0.868,0.044,0.05,0.928
18K279,P.S. 279 Herman Schreiber,Elementary,0.75,0.75,0.95,0.86,0.058,0.174,0.058,0.703,0.165,0.623,0.025,0.873,0.058,0.03,0.924
18K285,I.S. 285 Meyer Levin,Middle,0.75,0.75,0.89,0.9,0.033,0.221,0.078,0.723,0.157,0.626,0.009,0.928,0.039,0.007,0.893
18K366,The Science And Medicine Middle School,Middle,0.75,0.75,0.92,0.84,0.03,0.211,0.065,0.706,0.115,0.634,0.015,0.852,0.098,0.023,0.926
18K581,East Flatbush Community Research School,Middle,0.75,0.75,0.88,0.89,0.116,0.257,0.071,0.833,0.198,0.743,0.022,0.851,0.063,0.045,0.921
18K588,Middle School for Art and Philosophy,Middle,0.75,0.75,0.93,0.9,0.076,0.326,0.157,0.79,0.174,0.709,0.012,0.878,0.081,0.006,0.925
18K763,Brooklyn Science and Engineering Academy,Middle,1.0,1.0,0.94,0.93,0.028,0.151,0.035,0.587,0.05,0.502,0.009,0.927,0.041,0.009,0.95
19K007,P.S. 007 Abraham Lincoln,Elementary,1.0,0.75,0.96,0.89,0.219,0.201,0.071,0.841,0.066,0.769,0.07,0.071,0.82,0.025,0.925
19K013,P.S. 013 Roberto Clemente,Elementary,1.0,0.75,0.95,0.89,0.097,0.285,0.082,0.92,0.333,0.867,0.041,0.659,0.254,0.027,0.888
19K065,P.S. 065,Elementary,1.0,1.0,0.98,0.99,0.254,0.133,0.003,0.856,0.321,0.747,0.031,0.073,0.857,0.009,0.921
19K089,P.S. 089 Cypress Hills,K-8,1.0,1.0,0.97,0.92,0.457,0.264,0.035,0.867,0.111,0.796,0.009,0.024,0.958,0,0.949
19K108,P.S. 108 Sal Abbracciamento,Elementary,1.0,0.75,0.97,0.83,0.118,0.277,0.063,0.845,0.273,0.784,0.064,0.092,0.809,0.01,0.93
19K149,P.S. 149 Danny Kaye,Elementary,0.75,0.75,0.94,0.9,0.076,0.243,0.155,0.898,0.267,0.833,0.036,0.577,0.36,0.015,0.901
19K158,P.S. 158 Warwick,Elementary,0.75,0.25,0.91,0.72,0.088,0.215,0.145,0.886,0.194,0.815,0.013,0.472,0.486,0.015,0.901
19K159,P.S. 159 Isaac Pitkin,Elementary,0.75,1.0,0.93,0.97,0.194,0.192,0.08,0.891,0.17,0.829,0.403,0.282,0.274,0.011,0.908
19K171,I.S. 171 Abraham Lincoln,Middle,0.75,0.75,0.9,0.9,0.294,0.187,0.091,0.867,0.189,0.789,0.077,0.086,0.806,0.01,0.93
19K190,P.S. 190 Sheffield,Elementary,0.75,1.0,0.95,0.97,0.038,0.163,0.056,0.932,0.313,0.9,0.006,0.756,0.213,0.019,0.87
19K202,P.S. 202 Ernest S. Jenkyns,Elementary,1.0,0.75,0.96,0.83,0.127,0.269,0.136,0.937,0.224,0.88,0.029,0.584,0.338,0.032,0.879
19K213,P.S. 213 New Lots,Elementary,0.75,0.5,0.91,0.71,0.096,0.188,0.074,0.904,0.288,0.834,0.044,0.651,0.218,0.048,0.872
19K214,P.S. 214 Michael Friedsam,Elementary,0.75,0.75,0.94,0.87,0.155,0.176,0.082,0.871,0.138,0.809,0.497,0.11,0.339,0.04,0.907
19K218,J.H.S. 218 James P. Sinnott,Middle,0.75,0.75,0.9,0.87,0.243,0.278,0.065,0.927,0.243,0.874,0.178,0.423,0.364,0.016,0.889
19K224,P.S. 224 Hale A. Woodruff,Elementary,0.75,0.75,0.92,0.91,0.089,0.264,0.095,0.922,0.232,0.871,0.011,0.605,0.35,0.017,0.872
19K273,P.S. 273 Wortman,Elementary,0.75,0.75,0.94,0.88,0.026,0.273,0.109,0.888,0.193,0.826,0.016,0.723,0.241,0.016,0.891
19K290,P.S. 290 Juan Morel Campos,Elementary,0.75,0.5,0.94,0.83,0.226,0.256,0.093,0.872,0.179,0.79,0.026,0.207,0.748,0.005,0.919
19K292,J.H.S. 292 Margaret S. Douglas,Middle,0.5,0.75,0.87,0.85,0.16,0.256,0.115,0.922,0.307,0.867,0.146,0.488,0.321,0.03,0.891
19K306,P.S. 306 Ethan Allen,Elementary,0.75,1.0,0.95,0.96,0.011,0.368,0.1,0.963,0.361,0.903,0.004,0.747,0.234,0.011,0.89
19K325,The Fresh Creek School,Elementary,0.75,0.5,0.93,0.81,0.038,0.227,0.016,0.929,0.238,0.892,0,0.654,0.303,0.016,0.877
19K328,P.S. 328 Phyllis Wheatley,Elementary,0.75,0.5,0.92,0.76,0.144,0.307,0.086,0.969,0.455,0.93,0.027,0.58,0.331,0.047,0.902
19K345,P.S. 345 Patrolman Robert Bolden,Elementary,1.0,0.5,0.96,0.81,0.183,0.177,0.071,0.895,0.208,0.831,0.075,0.304,0.587,0.015,0.906
19K346,P.S. 346 Abe Stark,Elementary,1.0,0.75,0.96,0.93,0.015,0.231,0.084,0.732,0.112,0.611,0.048,0.631,0.251,0.03,0.919
19K364,I.S. 364 Gateway,Middle,0.75,0.5,0.92,0.82,0.018,0.28,0.067,0.796,0.137,0.696,0.009,0.687,0.255,0.03,0.907
19K404,Academy for Young Writers,Middle,1.0,0.75,0.93,0.83,0.028,0.274,0.014,0.847,0.144,0.763,0.019,0.674,0.288,0.005,0.907
19K409,East New York Family Academy,Middle,1.0,1.0,0.92,0.92,0.029,0.222,0,0.799,0.116,0.681,0.019,0.638,0.333,0,0.916
19K422,Spring Creek Community School,Middle,0.75,0.5,0.89,0.8,0.036,0.276,0.022,0.843,0.12,0.738,0.018,0.729,0.2,0.031,0.924
19K452,Frederick Douglass Academy VIII Middle School,Middle,1.0,1.0,0.94,0.92,0.024,0.216,0.036,0.691,0.098,0.571,0.065,0.692,0.21,0.033,0.926
19K557,Brooklyn Gardens Elementary School,Elementary,1.0,0.75,0.96,0.93,0.056,0.32,0.03,0.971,0.401,0.914,0,0.654,0.309,0.022,0.909
19K654,Van Siclen Community Middle School,Middle,0.5,1.0,0.88,0.93,0.093,0.375,0.144,0.912,0.237,0.84,0.019,0.699,0.237,0.045,0.892
19K661,Vista Academy,Middle,0.75,0.5,0.9,0.81,0.113,0.195,0.064,0.839,0.178,0.76,0.055,0.24,0.658,0.015,0.936
19K662,Liberty Avenue Middle School,Middle,0.75,1.0,0.91,0.92,0.151,0.244,0.004,0.881,0.211,0.797,0.046,0.219,0.694,0.017,0.92
19K663,School of the Future Brooklyn,Middle,0.75,0.5,0.92,0.8,0.104,0.295,0.036,0.943,0.342,0.876,0.01,0.668,0.301,0.01,0.883
19K677,East New York Elementary School of Excellence,Elementary,1.0,1.0,0.96,0.93,0.153,0.229,0.093,0.937,0.233,0.885,0.047,0.501,0.419,0.008,0.89
19K678,East New York Middle School of Excellence,Middle,1.0,1.0,0.98,0.92,0.121,0.272,0.045,0.912,0.208,0.849,0.03,0.558,0.385,0.019,0.921
19K760,Highland Park Community School,Middle,0.75,0.75,0.9,0.85,0.137,0.183,0.052,0.808,0.116,0.718,0.026,0.151,0.77,0.017,0.915
20K030,P.S./I.S. 30 Mary White Ovington,K-8,0.75,0.75,0.91,0.85,0.214,0.191,0.048,0.774,0.054,0.697,0.236,0.007,0.305,0.436,0.957
20K048,P.S. 048 Mapleton,Elementary,1.0,1.0,0.96,0.94,0.293,0.223,0.075,0.773,0.038,0.695,0.442,0.009,0.291,0.245,0.944
20K062,J.H.S. 062 Ditmas,Middle,0.5,0.75,0.86,0.87,0.218,0.19,0.045,0.832,0.133,0.763,0.327,0.176,0.345,0.139,0.944
20K069,P.S. 69 Vincent D. Grippo School,Elementary,1.0,1.0,0.97,0.97,0.491,0.127,0.032,0.914,0.068,0.87,0.917,0.003,0.039,0.04,0.979
20K102,P.S. 102 The Bayview,Elementary,1.0,0.75,0.96,0.93,0.137,0.197,0.057,0.599,0.034,0.497,0.159,0.011,0.271,0.527,0.951
20K104,P.S./I.S. 104 The Fort Hamilton School,K-8,0.75,1.0,0.91,0.93,0.11,0.151,0.039,0.549,0.029,0.45,0.194,0.044,0.256,0.477,0.95
20K105,P.S. 105 The Blythebourne,Elementary,1.0,1.0,0.98,0.91,0.445,0.076,0.001,0.923,0.035,0.881,0.919,0.004,0.047,0.03,0.982
20K112,P.S. 112 Lefferts Park,Elementary,1.0,1.0,0.97,0.98,0.229,0.195,0.015,0.74,0.055,0.669,0.376,0.004,0.37,0.247,0.947
20K127,P.S. 127 Mckinley Park,Elementary,1.0,1.0,0.98,0.99,0.238,0.238,0.039,0.665,0.033,0.612,0.407,0.008,0.234,0.339,0.956
20K160,P.S. 160 William T. Sampson,Elementary,1.0,1.0,0.97,0.98,0.611,0.139,0.046,0.914,0.025,0.861,0.883,0.004,0.071,0.039,0.978
20K163,P.S. 163 Bath Beach,K-8,1.0,1.0,0.96,0.93,0.212,0.197,0.078,0.735,0.092,0.654,0.28,0.018,0.371,0.326,0.943
20K164,P.S. 164 Caesar Rodney,Elementary,1.0,0.75,0.95,0.95,0.134,0.191,0.078,0.875,0.103,0.783,0.443,0.012,0.398,0.134,0.957
20K170,Ralph A. Fabrizio School,Elementary,1.0,1.0,0.98,0.96,0.321,0.162,0.032,0.808,0.13,0.742,0.581,0.002,0.169,0.236,0.965
20K176,P.S. 176 Ovington,Elementary,1.0,1.0,0.95,0.93,0.23,0.119,0.028,0.792,0.079,0.722,0.678,0.005,0.203,0.106,0.97
20K179,P.S. 179 Kensington,Elementary,0.75,0.75,0.92,0.9,0.429,0.177,0.093,0.889,0.123,0.819,0.542,0.035,0.25,0.163,0.938
20K180,The SEEALL Academy,K-8,0.75,1.0,0.93,0.93,0.292,0.156,0.032,0.825,0.053,0.729,0.445,0.015,0.284,0.242,0.967
20K185,P.S. 185 Walter Kassenbrock,Elementary,0.75,0.75,0.94,0.92,0.066,0.188,0.063,0.399,0.016,0.312,0.074,0.011,0.215,0.67,0.952
20K186,P.S. 186 Dr. Irving A Gladstone,Elementary,1.0,0.75,0.96,0.91,0.343,0.177,0.054,0.766,0.038,0.709,0.407,0.002,0.271,0.309,0.958
20K187,The Christa McAuliffe School\I.S. 187,Middle,0.75,1.0,0.91,0.93,0.026,0.099,0.057,0.564,0.021,0.459,0.694,0.014,0.057,0.229,0.983
20K192,P.S. 192 - The Magnet School for Math and Science,K-8,0.75,0.75,0.95,0.9,0.29,0.222,0.023,0.883,0.072,0.815,0.171,0.018,0.47,0.336,0.94
20K200,P.S. 200 Benson School,Elementary,0.75,0.5,0.91,0.84,0.277,0.144,0.037,0.774,0.032,0.724,0.331,0.011,0.206,0.44,0.939
20K201,J.H.S. 201 The Dyker Heights,Middle,0.75,1.0,0.88,0.93,0.098,0.134,0.039,0.648,0.039,0.566,0.545,0.005,0.16,0.288,0.969
20K204,P.S. 204 Vince Lombardi,Elementary,1.0,1.0,0.96,0.94,0.14,0.174,0.063,0.644,0.028,0.561,0.532,0.004,0.189,0.268,0.965
20K205,P.S. 205 Clarion,Elementary,0.75,1.0,0.95,0.97,0.246,0.21,0.102,0.732,0.05,0.625,0.586,0.013,0.204,0.192,0.959
20K220,J.H.S. 220 John J. Pershing,Middle,0.25,0.75,0.83,0.84,0.323,0.162,0.045,0.902,0.097,0.821,0.502,0.013,0.426,0.055,0.964
20K223,J.H.S. 223 The Montauk,Middle,0.5,0.75,0.84,0.88,0.282,0.167,0.051,0.904,0.058,0.847,0.585,0.018,0.276,0.118,0.958
20K227,J.H.S. 227 Edward B. Shallow,Middle,0.5,0.75,0.86,0.91,0.279,0.152,0.05,0.829,0.079,0.759,0.575,0.006,0.298,0.115,0.961
20K229,P.S. 229 Dyker,K-8,0.75,0.75,0.95,0.91,0.123,0.149,0.053,0.496,0.029,0.405,0.604,0.019,0.12,0.246,0.963
20K247,P.S. 247 Brooklyn,Elementary,0.75,1.0,0.93,0.94,0.268,0.198,0.001,0.706,0.029,0.629,0.524,0.005,0.118,0.35,0.958
20K259,J.H.S. 259 William McKinley,Middle,0.5,1.0,0.88,0.94,0.118,0.122,0.036,0.733,0.073,0.654,0.453,0.007,0.195,0.332,0.963
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,Elementary,0.75,0.5,0.93,0.83,0.126,0.263,0.076,0.595,0.022,0.489,0.124,0.033,0.343,0.485,0.95
20K310,The School For Future Leaders,Elementary,1.0,1.0,0.98,0.98,0.421,0.122,0.005,0.894,0.175,0.847,0.871,0,0.083,0.046,0.982
20K503,P.S. 503: The School of Discovery,Elementary,1.0,0.75,0.97,0.91,0.553,0.24,0.055,0.932,0.395,0.854,0.2,0.005,0.746,0.048,0.947
20K506,P.S. 506: The School of Journalism & Technology,Elementary,1.0,0.75,0.96,0.86,0.325,0.209,0.064,0.908,0.092,0.829,0.309,0.008,0.642,0.038,0.941
20K609,Urban Assembly School for Criminal Justice,Middle,0.75,1.0,0.88,0.93,0.131,0.158,0.018,0.859,0.108,0.788,0.437,0.14,0.248,0.149,0.944
20K682,The Academy of Talented Scholars,Elementary,1.0,1.0,0.98,0.95,0.081,0.296,0.003,0.404,0.016,0.288,0.231,0.042,0.114,0.595,0.954
20K686,Brooklyn School of Inquiry,K-8,0.75,0.75,0.94,0.87,0.103,0.079,0,0.273,0.006,0.167,0.206,0.052,0.047,0.669,0.955
20K748,P.S. 748 Brooklyn School for Global Scholars,Elementary,1.0,1.0,0.96,0.95,0.139,0.149,0.011,0.671,0.023,0.595,0.367,0.009,0.284,0.326,0.958
20K971,"School of Math, Science, and Healthy Living",Elementary,0.75,0.75,0.94,0.86,0.434,0.155,0.006,0.85,0.07,0.764,0.443,0.009,0.449,0.096,0.956
21K090,P.S. 90 Edna Cohen School,Elementary,0.75,0.5,0.94,0.82,0.231,0.182,0.005,0.891,0.141,0.816,0.115,0.17,0.557,0.133,0.908
21K095,P.S. 095 The Gravesend,K-8,1.0,1.0,0.96,0.96,0.139,0.18,0.052,0.776,0.044,0.709,0.364,0.075,0.333,0.223,0.949
21K096,I.S. 096 Seth Low,Middle,0.75,1.0,0.9,0.93,0.3,0.217,0.086,0.8,0.098,0.729,0.335,0.083,0.279,0.291,0.941
21K097,P.S. 97 The Highlawn,Elementary,1.0,0.75,0.96,0.9,0.299,0.182,0.044,0.701,0.035,0.63,0.506,0.014,0.221,0.252,0.952
21K098,I.S. 98 Bay Academy,Middle,0.5,1.0,0.88,0.93,0.017,0.09,0.012,0.49,0.014,0.387,0.283,0.026,0.088,0.575,0.959
21K099,P.S. 099 Isaac Asimov,K-8,1.0,1.0,0.96,0.96,0.274,0.137,0.039,0.793,0.047,0.71,0.427,0.065,0.168,0.333,0.911
21K100,P.S. 100 The Coney Island School,Elementary,0.75,0.75,0.95,0.9,0.212,0.177,0.065,0.468,0.041,0.398,0.036,0.028,0.053,0.87,0.938
21K101,P.S. 101 The Verrazano,Elementary,1.0,1.0,0.96,0.97,0.214,0.255,0.034,0.658,0.022,0.59,0.518,0.013,0.164,0.295,0.956
21K121,P.S. 121 Nelson A. Rockefeller,K-8,1.0,1.0,0.96,0.91,0.223,0.282,0.018,0.731,0.077,0.641,0.187,0.036,0.427,0.329,0.943
21K128,P.S. 128 Bensonhurst,Elementary,0.75,0.75,0.92,0.9,0.458,0.196,0.045,0.768,0.015,0.716,0.269,0.011,0.213,0.499,0.943
21K153,P.S. 153 Homecrest,Elementary,0.75,0.75,0.93,0.86,0.276,0.226,0.082,0.827,0.043,0.78,0.276,0.014,0.366,0.305,0.938
21K177,P.S. 177 The Marlboro,Elementary,1.0,0.75,0.95,0.93,0.35,0.187,0.056,0.805,0.058,0.743,0.301,0.009,0.31,0.363,0.939
21K188,P.S. 188 Michael E. Berdy,Elementary,0.5,0.5,0.89,0.77,0.077,0.278,0.124,0.914,0.138,0.865,0.044,0.493,0.355,0.08,0.859
21K199,P.S. 199 Frederick Wachtel,Elementary,1.0,0.5,0.96,0.8,0.305,0.249,0.113,0.803,0.096,0.719,0.239,0.062,0.215,0.471,0.932
21K209,P.S. 209 Margaret Mead,K-8,0.75,0.75,0.93,0.9,0.216,0.291,0.112,0.688,0.096,0.616,0.307,0.027,0.249,0.397,0.94
21K212,P.S. 212 Lady Deborah Moody,Elementary,1.0,0.75,0.96,0.88,0.228,0.278,0.115,0.825,0.103,0.738,0.332,0.12,0.367,0.168,0.919
21K215,P.S. 215 Morris H. Weiss,Elementary,0.75,0.75,0.93,0.94,0.233,0.163,0.047,0.678,0.032,0.59,0.248,0.015,0.253,0.47,0.936
21K216,P.S. 216 Arturo Toscanini,Elementary,0.75,0.75,0.95,0.9,0.267,0.175,0.031,0.699,0.04,0.645,0.273,0.028,0.175,0.505,0.935
21K225,P.S. K225 - The Eileen E. Zaglin,K-8,0.5,0.75,0.89,0.83,0.409,0.201,0.063,0.833,0.068,0.782,0.212,0.021,0.337,0.417,0.92
21K226,P.S. 226 Alfred De B. Mason,K-8,1.0,1.0,0.95,0.96,0.278,0.183,0.076,0.776,0.09,0.683,0.304,0.017,0.306,0.364,0.947
21K228,I.S. 228 David A. Boody,Middle,0.75,0.75,0.87,0.88,0.128,0.158,0.033,0.695,0.048,0.614,0.293,0.052,0.254,0.392,0.946
21K238,P.S. 238 Anne Sullivan,K-8,0.75,0.75,0.92,0.86,0.397,0.221,0.094,0.889,0.157,0.828,0.212,0.041,0.5,0.232,0.93
21K239,Mark Twain I.S. 239 for the Gifted & Talented,Middle,0.75,0.75,0.88,0.92,0.013,0.144,0.026,0.354,0.021,0.244,0.268,0.064,0.07,0.513,0.96
21K253,P.S. 253,Elementary,1.0,1.0,0.97,0.98,0.221,0.16,0.041,0.878,0.087,0.804,0.355,0.006,0.37,0.253,0.942
21K281,I.S. 281 Joseph B Cavallaro,Middle,0.5,0.5,0.86,0.8,0.17,0.178,0.055,0.757,0.054,0.694,0.415,0.06,0.236,0.284,0.94
21K288,P.S. 288 The Shirley Tanyhill,K-8,0.75,0.75,0.91,0.82,0.055,0.316,0.169,0.97,0.231,0.947,0.022,0.609,0.316,0.05,0.878
21K303,I.S. 303 Herbert S. Eisenberg,Middle,0.5,0.5,0.84,0.83,0.166,0.162,0.067,0.809,0.125,0.727,0.219,0.102,0.377,0.287,0.924
21K329,P.S. 329 Surfside,Elementary,0.75,0.75,0.92,0.83,0.045,0.295,0.195,0.936,0.192,0.894,0.053,0.599,0.298,0.042,0.891
21K468,Kingsborough Early College School,Middle,1.0,1.0,0.93,0.92,0.031,0.21,0.034,0.756,0.1,0.672,0.069,0.266,0.362,0.276,0.929
21K690,Brooklyn Studio Secondary School,Middle,0.75,0.75,0.88,0.83,0.213,0.225,0.009,0.803,0.047,0.751,0.216,0.038,0.32,0.408,0.935
22K014,J.H.S. 014 Shell Bank,Middle,0.5,0.75,0.86,0.92,0.262,0.222,0.121,0.817,0.165,0.732,0.157,0.359,0.156,0.313,0.92
22K052,P.S. 052 Sheepshead Bay,Elementary,0.75,1.0,0.94,0.97,0.285,0.141,0.047,0.709,0.09,0.64,0.179,0.154,0.14,0.511,0.925
22K078,J.H.S. 078 Roy H. Mann,Middle,1.0,1.0,0.94,0.94,0.063,0.25,0.111,0.647,0.134,0.555,0.067,0.663,0.107,0.137,0.941
22K109,P.S. 109,K-8,0.75,0.5,0.91,0.75,0.055,0.296,0.144,0.724,0.301,0.638,0.018,0.786,0.153,0.025,0.922
22K119,P.S. 119 Amersfort,Elementary,1.0,1.0,0.96,0.96,0.082,0.184,0.061,0.715,0.114,0.663,0.174,0.593,0.157,0.036,0.949
22K134,P.S. K134,Elementary,0.75,1.0,0.94,0.97,0.172,0.141,0.014,0.839,0.089,0.775,0.465,0.036,0.082,0.4,0.952
